Date,Oil volume (m3/day),Volume of liquid (m3/day),Gas volume (m3/day),Water volume (m3/day),Water cut (%) ,Working hours,Dynamic level (m),Reservoir pressure (atm)
2019-10-04,9,38,2469,28,75,19,2110,118
2019-10-05,9,36,2391,28,75,18,2110,118
2019-10-06,7,29,1898,22,75,15,2110,118
2019-10-07,7,30,1981,23,75,19,2062,118
2019-10-08,7,30,1981,23,75,19,2062,118
2019-10-09,6,26,1710,20,75,16,2110,118
2019-10-10,9,36,2371,27,75,17,2086,118
2019-10-11,10,41,2714,31,75,19,2086,118
2019-10-12,10,41,2714,31,75,19,2086,118
2019-10-13,8,33,2200,25,75,15,2086,118
2019-10-14,9,37,2446,28,75,18,2086,118
2019-10-15,10,40,2610,30,75,19,2086,118
2019-10-16,10,40,2624,30,75,19,2086,118
2019-10-17,7,30,1964,23,75,14,2063,118
2019-10-18,10,39,2569,30,75,19,2063,118
2019-10-19,10,40,2624,30,75,19,2063,118
2019-10-20,9,36,2333,27,75,18,2098,118
2019-10-21,9,36,2333,27,75,18,2086,118
2019-10-22,9,37,2423,28,75,19,2086,118
2019-10-23,9,36,2376,27,75,19,2110,118
2019-10-24,8,33,2250,25,74,17,2110,118
2019-10-25,8,30,2042,22,74,16,2110,118
2019-10-26,9,36,2476,27,74,19,2110,117
2019-10-27,9,36,2476,27,74,19,2110,117
2019-10-28,8,31,2124,23,74,16,2110,117
2019-10-29,8,31,2124,23,74,17,2110,117
2019-10-30,9,35,2417,26,74,19,2110,117
2019-10-31,9,35,2417,26,74,19,2110,117
2019-11-01,7,27,1859,20,74,15,2110,117
2019-11-02,8,31,2151,23,74,18,2110,117
2019-11-03,9,34,2309,25,74,19,2110,117
2019-11-04,9,34,2309,25,74,19,2110,117
2019-11-05,7,29,1978,22,74,14,2110,117
2019-11-06,9,38,2387,29,76,19,2110,117
2019-11-07,9,39,2465,30,76,19,2110,117
2019-11-08,9,37,2362,29,76,18,2110,117
2019-11-09,7,30,2000,23,75,15,2110,117
2019-11-10,10,39,2568,30,75,19,2110,117
2019-11-11,10,39,2568,30,75,19,2110,117
2019-11-12,9,35,2511,26,73,17,2098,117
2019-11-13,9,33,2306,24,73,16,2098,117
2019-11-14,10,36,2584,27,73,18,2098,117
2019-11-15,10,39,2788,29,73,19,2098,117
2019-11-16,10,38,2730,28,73,19,2098,117
2019-11-17,8,30,2117,22,73,15,2098,117
2019-11-18,10,39,2744,28,73,19,2098,117
2019-11-19,10,39,2774,29,73,19,2098,117
2019-11-20,10,39,2788,29,73,19,2098,117
2019-11-21,8,32,2277,24,73,16,2098,116
2019-11-22,9,36,2540,26,73,17,2098,116
2019-11-23,10,39,2774,29,73,19,2098,116
2019-11-24,10,39,2774,29,73,19,2098,116
2019-11-25,9,35,2496,26,73,17,2098,116
2019-11-26,9,33,2321,24,73,16,2098,116
2019-11-27,10,39,2774,29,73,19,2098,116
2019-11-28,10,39,2671,29,74,19,2098,116
2019-11-29,10,38,2615,29,74,19,2098,116
2019-11-30,8,30,2038,22,74,15,2098,116
2019-12-01,9,35,2482,26,73,17,2098,116
2019-12-02,10,39,2774,29,73,19,2098,116
2019-12-03,10,39,2774,29,73,19,2098,116
2019-12-04,8,32,2277,24,73,16,2098,116
2019-12-05,9,36,2540,26,73,17,2098,116
2019-12-06,10,39,2774,29,73,19,2098,116
2019-12-07,10,39,2568,30,75,19,2098,116
2019-12-08,12,48,3163,36,75,23,2098,116
2019-12-09,8,34,2244,26,75,17,2098,116
2019-12-10,9,37,2441,28,75,20,2098,116
2019-12-11,9,37,2441,28,75,20,2098,116
2019-12-12,9,37,2441,28,75,20,2122,116
2019-12-13,8,32,2280,24,73,17,2122,116
2019-12-14,9,35,2465,26,73,19,2122,116
2019-12-15,10,37,2636,27,73,20,2122,116
2019-12-16,9,36,2544,26,73,19,2122,116
2019-12-17,6,24,1687,18,73,13,2122,115
2019-12-18,7,30,1886,23,76,15,2122,115
2019-12-19,8,34,2152,26,76,17,2122,115
2019-12-20,9,38,2406,29,76,19,2122,115
2019-12-21,8,34,2152,26,76,17,2122,115
2019-12-22,8,34,2152,26,76,10,2122,115
2019-12-23,8,34,2152,26,76,17,2122,115
2019-12-24,8,34,2152,26,76,16,2122,115
2019-12-25,8,34,2152,26,76,13,2122,115
2019-12-26,8,34,2242,26,75,17,2122,115
2019-12-27,8,34,2242,26,75,15,2122,115
2019-12-28,8,34,2242,26,75,14,2122,115
2019-12-29,8,34,2242,26,75,13,2122,115
2019-12-30,8,34,2242,26,75,18,2122,115
2019-12-31,8,34,2242,26,75,12,2122,115
2020-01-01,7,30,1988,23,75,15,2122,115
2020-01-02,9,37,2322,28,76,18,2098,115
2020-01-03,7,28,1794,22,76,14,2098,115
2020-01-04,7,28,1769,21,76,14,2098,115
2020-01-05,8,34,2123,26,76,17,2098,115
2020-01-06,8,32,2047,25,76,16,2098,115
2020-01-07,7,28,1769,21,76,14,2098,115
2020-01-08,6,28,1632,22,78,15,2098,115
2020-01-09,7,34,1985,27,78,18,2098,115
2020-01-10,6,27,1566,21,78,14,2098,115
2020-01-11,6,27,1544,21,78,14,2098,115
2020-01-12,7,32,1853,25,78,17,2098,114
2020-01-13,7,31,1775,24,78,16,2098,114
2020-01-14,6,27,1544,21,78,14,2098,114
2020-01-15,6,28,1632,22,78,15,2098,114
2020-01-16,7,35,2007,27,78,18,2098,114
2020-01-17,6,27,1544,21,78,14,2098,114
2020-01-18,8,32,2021,25,76,17,2098,114
2020-01-19,8,32,2123,24,75,16,2098,114
2020-01-20,7,28,1775,22,76,14,2098,114
2020-01-21,9,38,2388,29,76,19,2098,114
2020-01-22,7,28,1750,21,76,14,2098,114
2020-01-23,8,33,2088,25,76,17,2098,114
2020-01-24,8,33,2051,25,76,16,2098,114
2020-01-25,7,28,1884,21,74,14,2098,114
2020-01-26,10,38,2571,28,74,19,2098,114
2020-01-27,7,28,1884,21,74,14,2098,114
2020-01-28,8,33,2221,24,74,17,2098,114
2020-01-29,8,33,2221,24,74,17,2098,114
2020-01-30,7,28,1884,21,74,14,2098,114
2020-01-31,10,37,2557,28,74,19,2098,114
2020-02-01,7,28,1884,21,74,14,2098,114
2020-02-02,8,33,2221,24,74,17,2098,114
2020-02-03,8,33,2135,25,75,17,2098,114
2020-02-04,7,28,1812,21,75,14,2098,114
2020-02-05,10,40,2594,30,75,19,2098,114
2020-02-06,9,37,2459,28,75,19,2110,113
2020-02-07,12,47,3106,36,75,24,2122,113
2020-02-08,10,42,2770,32,75,21,2134,113
2020-02-09,7,29,1915,22,75,15,2134,113
2020-02-10,12,48,3161,36,75,22,2134,113
2020-02-11,9,38,2367,29,76,17,2134,113
2020-02-12,12,53,3341,41,76,24,2134,113
2020-02-13,9,38,2367,29,76,17,2134,113
2020-02-14,9,38,2381,29,76,17,2134,113
2020-02-15,9,38,2367,29,76,17,2134,113
2020-02-16,13,53,3480,40,75,24,2134,113
2020-02-17,9,38,2465,28,75,17,2134,113
2020-02-18,9,36,2378,27,75,16,2134,113
2020-02-19,10,39,2552,29,75,18,2134,113
2020-02-20,9,38,2465,28,75,17,2134,113
2020-02-21,9,38,2465,28,75,17,2134,113
2020-02-22,9,38,2465,28,75,17,2134,113
2020-02-23,10,38,2663,28,73,17,2134,113
2020-02-24,9,36,2522,26,73,16,2134,113
2020-02-25,7,28,1973,20,73,13,2134,113
2020-02-26,11,40,2934,29,72,21,2134,113
2020-02-27,6,23,1703,17,72,12,2134,113
2020-02-28,9,33,2433,24,72,17,2134,113
2020-02-29,9,33,2433,24,72,17,2134,113
2020-03-01,9,33,2433,24,72,17,2134,113
2020-03-02,7,24,1760,17,72,12,2134,113
2020-03-03,8,29,2104,21,72,15,2134,112
2020-03-04,4,16,1202,12,72,8,2134,112
2020-03-05,7,27,1975,19,72,14,2134,112
2020-03-06,9,33,2433,24,72,17,2134,112
2020-03-07,9,35,2548,25,72,17,2134,112
2020-03-08,9,35,2548,25,72,17,2134,112
2020-03-09,9,31,2293,23,72,15,2134,112
2020-03-10,7,24,1816,17,71,12,2134,112
2020-03-11,9,30,2297,22,71,15,2134,112
2020-03-12,7,25,1909,18,71,12,2134,112
2020-03-13,10,35,2654,25,71,17,2134,112
2020-03-14,6,20,1552,15,71,10,2134,112
2020-03-15,10,35,2639,25,71,17,2134,112
2020-03-16,6,20,1552,15,71,10,2134,112
2020-03-17,10,34,2561,24,71,17,2134,112
2020-03-18,6,21,1630,15,71,11,2134,112
2020-03-19,9,33,2545,24,71,16,2134,112
2020-03-20,6,22,1645,15,71,11,2134,112
2020-03-21,8,31,2143,23,74,15,2134,112
2020-03-22,6,23,1558,17,74,11,2134,112
2020-03-23,7,29,1962,21,74,14,2134,112
2020-03-24,7,27,1851,20,74,13,2134,112
2020-03-25,6,23,1545,17,74,11,2134,112
2020-03-26,8,32,2213,24,74,16,2134,112
2020-03-27,5,20,1392,15,74,10,2134,112
2020-03-28,8,31,2087,23,74,15,2134,112
2020-03-29,6,24,1606,18,75,12,2134,111
2020-03-30,7,27,1780,20,75,13,2134,111
2020-03-31,7,28,1820,21,75,14,2134,111
2020-04-01,6,25,1619,19,75,12,2134,111
2020-04-02,7,30,1994,23,75,15,2134,111
2020-04-03,6,23,1499,17,75,11,2134,111
2020-04-04,8,32,2114,24,75,16,2134,111
2020-04-05,5,21,1405,16,75,11,2134,111
2020-04-06,8,34,2221,26,75,17,2134,111
2020-04-07,5,20,1378,15,74,10,2134,111
2020-04-08,9,35,2366,26,74,17,2134,111
2020-04-09,5,20,1392,15,74,10,2134,111
2020-04-10,8,32,2213,24,74,16,2134,111
2020-04-11,6,23,1558,17,74,11,2134,111
2020-04-12,8,30,2124,22,73,15,2134,111
2020-04-13,7,25,1777,18,73,12,2134,111
2020-04-14,9,33,2346,24,73,16,2134,111
2020-04-15,6,22,1554,16,73,11,2134,111
2020-04-16,9,33,2317,24,73,16,2134,111
2020-04-17,10,36,2576,27,73,18,2134,111
2020-04-18,13,49,3454,36,73,24,2134,111
2020-04-19,10,36,2622,26,72,19,2134,111
2020-04-20,10,35,2567,25,72,19,2134,111
2020-04-21,7,27,1991,20,72,15,2134,111
2020-04-22,8,29,2169,21,72,16,2134,111
2020-04-23,9,32,2389,24,72,17,2134,111
2020-04-24,7,26,1922,19,72,14,2134,110
2020-04-25,10,35,2554,25,72,19,2134,110
2020-04-26,7,27,1977,20,72,14,2134,110
2020-04-27,8,29,2142,21,72,16,2134,110
2020-04-28,9,32,2389,24,72,17,2134,110
2020-04-29,7,26,1922,19,72,14,2134,110
2020-04-30,10,35,2554,25,72,19,2134,110
2020-05-01,7,27,1977,20,72,14,2098,110
2020-05-02,8,29,2142,21,72,16,2098,110
2020-05-03,9,33,2403,24,72,18,2098,110
2020-05-04,7,26,1798,20,74,14,2098,110
2020-05-05,3,18,824,15,83,10,2098,110
2020-05-06,3,16,846,13,80,10,2098,110
2020-05-07,3,16,846,13,80,10,2098,110
2020-05-08,3,16,846,13,80,10,2098,110
2020-05-09,3,16,846,13,80,10,2098,110
2020-05-10,3,16,846,13,80,10,2098,110
2020-05-11,0,17,4,17,100,8,1873,110
2020-05-12,2,50,658,48,95,24,1908,110
2020-05-13,2,49,515,47,96,24,1980,110
2020-05-14,2,49,515,47,96,24,1980,110
2020-05-15,6,39,1521,33,85,24,2051,110
2020-05-16,7,39,1825,32,82,24,2051,110
2020-05-17,9,37,2339,28,76,24,2051,110
2020-05-18,8,33,2106,26,76,24,2051,110
2020-05-19,8,33,2106,26,76,24,2051,110
2020-05-20,9,33,2457,24,72,24,2051,109
2020-05-21,9,31,2295,23,72,24,2086,109
2020-05-22,9,31,2295,23,72,24,2086,109
2020-05-23,9,31,2295,23,72,24,2086,109
2020-05-24,9,31,2295,23,72,24,2086,109
2020-05-25,9,31,2295,23,72,24,2086,109
2020-05-26,10,35,2596,26,72,24,2086,109
2020-05-27,10,35,2596,26,72,24,2086,109
2020-05-28,10,36,2742,26,71,24,2086,109
2020-05-29,10,36,2742,26,71,24,2086,109
2020-05-30,10,34,2559,24,71,24,2086,109
2020-05-31,8,30,2278,21,71,24,2099,109
2020-06-01,8,30,2278,21,71,24,2099,109
2020-06-02,9,30,2380,21,70,24,2099,109
2020-06-03,9,30,2380,21,70,24,2099,109
2020-06-04,9,30,2380,21,70,24,2099,109
2020-06-05,9,30,2380,21,70,24,2099,109
2020-06-06,9,30,2380,21,70,24,2099,109
2020-06-07,8,31,2206,23,73,24,2099,109
2020-06-08,8,31,2206,23,73,24,2099,109
2020-06-09,9,36,2525,26,73,24,2099,109
2020-06-10,9,36,2525,26,73,24,2099,109
2020-06-11,9,36,2525,26,73,24,2099,109
2020-06-12,9,36,2525,26,73,24,2099,109
2020-06-13,10,36,2618,26,72,24,2099,109
2020-06-14,10,36,2618,26,72,24,2099,108
2020-06-15,8,31,2269,22,72,21,2099,108
2020-06-16,10,36,2618,26,72,24,2099,108
2020-06-17,10,36,2712,26,71,24,2099,108
2020-06-18,10,36,2712,26,71,24,2099,108
2020-06-19,9,31,2377,22,71,24,2099,108
2020-06-20,9,31,2377,22,71,24,2099,108
2020-06-21,9,30,2297,22,71,23,2099,108
2020-06-22,7,25,1872,18,71,19,2099,108
2020-06-23,6,23,1723,16,71,17,2099,108
2020-06-24,9,31,2377,22,71,24,2099,108
2020-06-25,10,36,2727,26,71,24,2099,108
2020-06-26,10,36,2727,26,71,24,2099,108
2020-06-27,10,35,2719,24,70,24,2099,108
2020-06-28,10,35,2719,24,70,24,2099,108
2020-06-29,9,29,2285,20,70,24,2099,108
2020-06-30,8,28,2220,20,70,21,2099,108
2020-07-01,9,32,2284,24,73,24,2099,108
2020-07-02,9,32,2284,24,73,24,2099,108
2020-07-03,9,32,2284,24,73,24,2099,108
2020-07-04,9,32,2284,24,73,24,2099,108
2020-07-05,9,32,2284,24,73,24,2099,108
2020-07-06,9,32,2284,24,73,24,2099,108
2020-07-07,9,32,2284,24,73,24,2099,108
2020-07-08,9,32,2284,24,73,24,2099,108
2020-07-09,9,32,2284,24,73,24,2099,108
2020-07-10,7,28,1951,20,73,21,2099,107
2020-07-11,8,30,2191,22,72,22,2099,107
2020-07-12,8,28,2092,21,72,21,2099,107
2020-07-13,11,41,2979,29,72,24,2099,107
2020-07-14,8,30,2214,22,72,21,2122,107
2020-07-15,9,34,2530,25,72,24,2122,107
2020-07-16,8,31,2267,22,72,22,2122,107
2020-07-17,7,25,1834,18,72,17,2122,107
2020-07-18,10,35,2674,25,71,24,2122,107
2020-07-19,8,27,2061,19,71,19,2122,107
2020-07-20,9,32,2429,23,71,22,2122,107
2020-07-21,9,33,2507,24,71,23,2122,107
2020-07-22,9,31,2340,22,71,21,2122,107
2020-07-23,8,28,2117,20,71,19,2122,107
2020-07-24,8,27,2094,20,71,19,2122,107
2020-07-25,8,32,2279,24,73,22,2122,107
2020-07-26,7,28,2011,21,73,20,2122,107
2020-07-27,8,30,2145,22,73,21,2122,107
2020-07-28,8,30,2145,22,73,21,2122,107
2020-07-29,7,26,1825,19,73,18,2122,107
2020-07-30,8,29,2081,22,73,21,2122,107
2020-07-31,8,31,2221,23,73,18,2122,107
2020-08-01,10,37,2735,27,72,21,2122,107
2020-08-02,8,27,2015,20,72,15,2122,107
2020-08-03,9,34,2486,25,72,19,2122,107
2020-08-04,9,33,2460,24,72,19,2122,107
2020-08-05,7,25,1819,18,72,14,2122,106
2020-08-06,10,36,2669,26,72,20,2122,106
2020-08-07,9,31,2312,23,72,20,2122,106
2020-08-08,7,26,1878,19,72,16,2122,106
2020-08-09,8,29,2124,21,72,18,2122,106
2020-08-10,8,29,2101,21,72,18,2122,106
2020-08-11,8,32,2264,23,73,20,2122,106
2020-08-12,7,27,1890,20,73,17,2122,106
2020-08-13,7,25,1750,18,73,16,2122,106
2020-08-14,7,28,1984,21,73,19,2122,106
2020-08-15,7,26,1867,19,73,18,2122,106
2020-08-16,7,25,1760,18,73,17,2122,106
2020-08-17,8,30,2134,22,73,20,2122,106
2020-08-18,8,30,2134,22,73,20,2122,106
2020-08-19,6,22,1590,16,73,15,2122,106
2020-08-20,8,29,2102,21,72,19,2122,106
2020-08-21,8,30,2236,22,72,19,2122,106
2020-08-22,7,25,1812,18,72,15,2122,106
2020-08-23,9,32,2342,23,72,20,2122,106
2020-08-24,9,32,2389,24,72,20,2122,106
2020-08-25,6,24,1742,17,72,15,2122,106
2020-08-26,10,36,2718,26,71,22,2122,106
2020-08-27,8,29,2194,21,71,18,2122,106
2020-08-28,9,31,2352,22,71,19,2122,106
2020-08-29,9,32,2413,23,71,20,2122,106
2020-08-30,7,25,1901,18,71,16,2122,106
2020-08-31,10,35,2687,25,71,20,2122,105
2020-09-01,10,36,2770,26,71,20,2122,105
2020-09-02,10,36,2729,26,71,20,2122,105
2020-09-03,10,35,2687,25,71,20,2122,105
2020-09-04,8,28,2139,20,71,16,2122,105
2020-09-05,9,33,2496,23,71,18,2122,105
2020-09-06,9,31,2372,22,71,17,2122,105
2020-09-07,10,36,2715,26,71,20,2122,105
2020-09-08,10,36,2742,26,71,20,2122,105
2020-09-09,3,12,932,9,71,7,2122,105
2020-09-10,6,21,1577,15,71,12,2122,105
2020-09-11,10,36,2804,25,70,20,2122,105
2020-09-12,10,34,2718,24,70,19,2122,105
2020-09-13,11,37,2876,26,70,20,2122,105
2020-09-14,8,26,2021,18,70,16,2122,105
2020-09-15,8,29,2258,20,70,18,2122,105
2020-09-16,10,36,2807,25,70,23,2122,105
2020-09-17,7,25,1959,18,70,16,2122,105
2020-09-18,9,32,2483,22,70,20,2122,105
2020-09-19,9,32,2483,22,70,20,2122,105
2020-09-20,7,22,1759,16,70,14,2122,105
2020-09-21,9,30,2371,21,70,19,2122,105
2020-09-22,8,28,2208,20,70,18,2122,105
2020-09-23,7,25,1882,18,71,16,2122,105
2020-09-24,7,24,1826,17,71,14,2122,105
2020-09-25,9,33,2531,24,71,19,2122,104
2020-09-26,9,33,2479,23,71,19,2122,104
2020-09-27,7,24,1839,17,71,14,2122,104
2020-09-28,9,33,2492,23,71,19,2122,104
2020-09-29,9,33,2479,23,71,19,2122,104
2020-09-30,7,26,1996,19,71,15,2122,104
2020-10-01,9,30,2322,22,71,18,2122,104
2020-10-02,8,27,2022,19,71,16,2122,104
2020-10-03,9,33,2505,24,71,19,2122,104
2020-10-04,9,33,2308,24,73,19,2122,104
2020-10-05,7,26,1870,19,73,15,2122,104
2020-10-06,9,33,2308,24,73,19,2122,104
2020-10-07,8,29,2089,22,73,17,2122,104
2020-10-08,7,28,1984,21,73,16,2122,104
2020-10-09,9,33,2354,24,73,19,2122,104
2020-10-10,6,24,1725,18,73,14,2122,104
2020-10-11,9,33,2341,24,73,19,2122,104
2020-10-12,8,29,2070,21,73,17,2122,104
2020-10-13,8,29,2058,21,73,17,2122,104
2020-10-14,9,33,2366,25,73,19,2122,104
2020-10-15,8,30,2156,22,73,18,2122,104
2020-10-16,7,26,1861,19,73,15,2122,104
2020-10-17,7,27,1885,20,73,15,2122,104
2020-10-18,9,33,2366,25,73,19,2122,104
2020-10-19,9,33,2354,24,73,19,2122,104
2020-10-20,6,26,1621,20,76,15,2122,104
2020-10-21,8,34,2169,26,76,19,2122,103
2020-10-22,8,33,2067,25,76,18,2122,103
2020-10-23,8,36,2270,28,76,20,2122,103
2020-10-24,7,26,1762,19,74,14,2122,103
2020-10-25,9,35,2386,26,74,20,2122,103
2020-10-26,6,24,1664,18,74,14,2122,103
2020-10-27,8,30,2043,22,74,17,2122,103
2020-10-28,8,30,2019,22,74,17,2122,103
2020-10-29,9,34,2349,26,74,19,2122,103
2020-10-30,8,31,2092,23,74,17,2122,103
2020-10-31,7,29,2007,22,74,16,2122,103
2020-11-01,7,26,1750,19,74,14,2122,103
2020-11-02,7,26,1762,19,74,14,2122,103
2020-11-03,8,30,2080,23,74,17,2122,103
2020-11-04,8,30,2019,22,74,17,2122,103
2020-11-05,7,26,1762,19,74,14,2122,103
2020-11-06,4,17,1131,12,74,14,2122,103
2020-11-07,6,22,1519,17,74,19,2122,103
2020-11-08,4,16,1123,12,74,14,2122,103
2020-11-09,5,20,1369,15,74,17,2122,103
2020-11-10,5,19,1313,14,74,17,2122,103
2020-11-11,6,22,1511,16,74,19,2122,103
2020-11-12,6,22,1519,17,74,19,2122,103
2020-11-13,6,25,1717,19,74,22,2122,103
2020-11-14,6,25,1693,18,74,21,2122,103
2020-11-15,6,24,1661,18,74,21,2122,103
2020-11-16,6,25,1676,18,74,20,2122,102
2020-11-17,5,21,1429,16,74,17,2122,102
2020-11-18,6,24,1634,18,74,19,2122,102
2020-11-19,5,20,1344,15,74,16,2122,102
2020-11-20,6,22,1564,16,73,18,2122,102
2020-11-21,5,20,1423,15,73,16,2122,102
2020-11-22,8,29,2050,21,73,23,2122,102
2020-11-23,5,21,1476,15,73,17,2122,102
2020-11-24,6,21,1484,15,73,17,2122,102
2020-11-25,6,24,1696,18,73,19,2122,102
2020-11-26,5,18,1272,13,73,14,2122,102
2020-11-27,5,18,1264,13,73,14,2122,102
2020-11-28,6,24,1678,18,73,19,2110,102
2020-11-29,7,27,1871,20,73,21,2122,102
2020-11-30,5,19,1320,14,73,15,2134,102
2020-12-01,5,18,1305,13,72,14,2137,102
2020-12-02,5,19,1405,14,72,16,2113,102
2020-12-03,5,19,1246,15,75,15,2113,102
2020-12-04,5,19,1238,14,75,15,2113,102
2020-12-05,5,20,1327,15,75,16,2113,102
2020-12-06,5,19,1238,14,75,15,2137,102
2020-12-07,4,17,1133,13,75,14,2137,102
2020-12-08,4,18,1190,14,75,15,2125,102
2020-12-09,5,19,1337,14,73,15,2137,102
2020-12-10,5,19,1311,14,73,15,2137,102
2020-12-11,5,18,1233,13,73,14,2125,102
2020-12-12,4,17,1189,13,73,14,2125,101
2020-12-13,5,19,1311,14,73,15,2113,101
2020-12-14,5,20,1434,15,73,16,2125,101
2020-12-15,5,20,1434,15,73,16,2113,101
2020-12-16,5,20,1434,15,73,16,2113,101
2020-12-17,4,17,1189,13,73,14,2125,101
2020-12-18,5,18,1268,13,73,15,2113,101
2020-12-19,5,20,1434,15,73,16,2113,101
2020-12-20,5,20,1390,15,73,16,2125,101
2020-12-21,5,20,1259,15,76,16,2125,101
2020-12-22,4,18,1119,14,76,14,2113,101
2020-12-23,4,18,1150,14,76,15,2101,101
2020-12-24,5,22,1352,17,76,17,2113,101
2020-12-25,5,20,1274,16,76,16,2113,101
2020-12-26,4,19,1166,14,76,15,2113,101
2020-12-27,5,20,1228,15,76,16,2125,101
2020-12-28,4,19,1204,15,76,16,2101,101
2020-12-29,5,20,1274,16,76,16,2125,101
2020-12-30,5,20,1274,16,76,16,2113,101
2020-12-31,5,20,1243,15,76,16,2137,101
2021-01-01,5,20,1450,15,72,16,2113,101
2021-01-02,6,20,1478,15,72,16,2125,101
2021-01-03,6,20,1478,15,72,16,2113,101
2021-01-04,4,15,1088,11,72,12,2113,101
2021-01-05,5,19,1408,13,71,15,2113,101
2021-01-06,6,20,1540,15,71,16,2113,101
2021-01-07,5,19,1437,14,71,15,2113,100
2021-01-08,5,19,1437,14,71,15,2113,100
2021-01-09,5,19,1446,14,71,15,2101,100
2021-01-10,6,20,1521,15,71,16,2113,100
2021-01-11,5,20,1474,14,71,16,2137,100
2021-01-12,5,18,1399,13,70,14,2137,100
2021-01-13,5,18,1408,13,70,15,2113,100
2021-01-14,6,20,1593,15,70,16,2101,100
2021-01-15,6,20,1593,15,70,16,2113,100
2021-01-16,6,20,1583,14,70,16,2125,100
2021-01-17,6,20,1573,14,70,16,2125,100
2021-01-18,5,18,1418,13,70,15,2125,100
